property_url,Rent,Sub-Type,Furnishing,Listed By,Car Parking,Meals Included,error
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-only-for-girls-with-food-in-sector-70-mohali-iid-1809453099,"₹ 8,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-sector-71and-60-near-industrial-area-in-industrial-area-phase-8-mohali-iid-1809449811,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-and-guest-house-for-employees-in-industrial-area-phase-8-mohali-iid-1797150962,"₹ 10,000",Guest Houses,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-employee-guest-house-sharing-in-sector-71-mohali-iid-1797157011,"₹ 9,000",Guest Houses,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-corporate-house-walk-in-guest-house-in-industrial-area-phase-8-mohali-iid-1797153390,"₹ 9,000",Guest Houses,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-premium-guest-house-walk-in-in-industrial-area-phase-8-mohali-iid-1797149775,"₹ 9,000",Guest Houses,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-room-available-in-sector-56-chandigarh-in-sector-56-mohali-iid-1808214961,"₹ 12,000",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-premium-rooms-for-boys-and-girls-in-sector-74-mohali-iid-1797147824,"₹ 16,000",Guest Houses,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-room-sohana-main-road-sector-78-mohali-in-sector-77-mohali-iid-1809440186,"₹ 7,500",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-well-furnished-luxury-pg-for-boys-in-phase-7-in-sector-61-mohali-iid-1790949221,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-well-furnished-luxury-pg-for-girls-in-3b1-near-janta-market-in-sector-71-mohali-iid-1731479754,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-3b2-and-phase-7-prime-locations-5500-in-sector-61-mohali-iid-1809428070,"₹ 5,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-rent-fully-furnished-in-mauli-mohali-iid-1807254734,"₹ 1,25,000",PG,Furnished,Dealer,3,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-well-furnished-pg-with-attached-washrooms-boys-girls-co-living-in-industrial-area-phase-8b-mohali-iid-1786104689,"₹ 8,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-urgent-required-for-room-mate-in-balongi-mohali-iid-1808128289,"₹ 3,000",Roommate,Furnished,,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-room-fully-furnished-mohali-in-balongi-mohali-iid-1809148428,"₹ 5,500",PG,Semi-Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-in-sector-40-in-sector-40d-chandigarh-iid-1751560273,"₹ 3,500",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-ac-washing-machine-frigde-only-girl-in-sector-78-mohali-iid-1808781184,"₹ 3,500",Roommate,,,,,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-premium-pg-for-employees-in-sector-71-mohali-iid-1797196858,"₹ 9,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-in-sector-60-mohali-iid-1765883316,"₹ 4,200",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-female-roommate-required-ac-room-on-1st-floor-in-3b1-mohali-in-sector-60-mohali-iid-1809381140,"₹ 4,500",Roommate,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-without-food-pg-for-girls-sec-70-nearby-74-in-sector-74-mohali-iid-1809373068,"₹ 5,000",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-cleanest-pg-for-boys-in-sec-60-and-59-opposite-to-sec74-7573-ph88b-in-sector-74-mohali-iid-1754620809,"₹ 7,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-with-food-clean-pg-for-girls-in-sec-59-74-8b-in-sector-74-mohali-iid-1785335780,"₹ 7,000",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-2-seater-in-sector-61-mohali-iid-1809342618,"₹ 7,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-ac-cooler-roomfridgeinvertorhome-cooked-food-in-sector-111-mohali-iid-1809342353,"₹ 7,000",PG,Semi-Furnished,,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boy-roommate-cahiye-urgent-in-sector-70-mohali-iid-1809310988,"₹ 2,600",Roommate,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-in-sohana-village-mohali-iid-1786767809,"₹ 3,300",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-available-for-monthly-rent-basis-in-sector-126-mohali-iid-1807852713,"₹ 6,000",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boys-girls-couples-family-independent-rooms-in-bar-majra-mohali-iid-1809293271,"₹ 5,000",PG,Semi-Furnished,Owner,3,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-with-and-without-food-nearby-sec-74-75-ind-area-8b-in-sector-74-mohali-iid-1786642782,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-in-sector-67-mohali-iid-1809278712,"₹ 4,800",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boyswith-food-sector-70-in-industrial-area-phase-8-mohali-iid-1809257707,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-newly-luxurious-pg-for-boys-in-sec-59-n-sec60-near-to-indarea-in-sector-74-mohali-iid-1764506308,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-3-time-food-attach-washroom-free-wifi-phase-7-in-mohali-in-sector-61-mohali-iid-1797042052,"₹ 6,500",,,,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sector-67-mohali-iid-1785364812,"₹ 8,000",PG,Furnished,Owner,3,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girlswith-food-near-sector-603b2-in-sector-60-phase-3b2-mohali-iid-1809240525,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-2-seater-brand-new-pg-for-boys-sec-74-75-8b-in-sector-74-mohali-iid-1797976322,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-im-looking-for-a-roommate-in-industrial-area-phase-3-mohali-iid-1809194289,"₹ 3,500",Roommate,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-rooms-in-balongi-mohali-iid-1809219687,"₹ 5,500",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-rooms-for-rent-in-sante-majra-kharar-iid-1809213567,"₹ 8,000",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-gmada-approved-girls-pg-mohali-in-sector-56-mohali-iid-1765357275,"₹ 4,000",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-newly-with-food-pg-for-girls-in-sec-5970-near-by-74-75-73-ph8bph8-in-sector-74-mohali-iid-1745794001,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sector-61-chandigarh-iid-1809181190,"₹ 7,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-gmada-approved-pg-for-girls-in-sector-56-mohali-iid-1741461682,"₹ 7,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-pg-for-boys-in-sector-60-phase-3b2-mohali-iid-1809125443,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-without-food-with-kitchen-in-sector-59-mohali-iid-1808547732,"₹ 3,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-in-sector-60-phase-3b2-mohali-iid-1809125256,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-room-1bhk-for-mohali-58-59-60-phase-1-2-panchkula-in-industrial-area-phase-3-mohali-iid-1809136042,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-cleanest-pg-for-boys-in-sec-59-in-sector-74-mohali-iid-1782624122,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-roommate-working-girls-comfortable-to-sharing-with-boy-rooms-in-sector-56-mohali-iid-1808897875,"₹ 3,000",Roommate,Semi-Furnished,Builder,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-70-and-60-in-sector-60-phase-3b2-mohali-iid-1809116382,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-no-timing-issue-pg-for-girls-in-sector-126-mohali-iid-1809113236,"₹ 3,300",PG,Semi-Furnished,Owner,,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-running-pg-for-sale-boys-and-girls-sector-5960-in-sector-60-mohali-iid-1807343482,"₹ 75,000",PG,Furnished,Dealer,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-phase-5-sector-59-in-sector-59-phase-5-mohali-iid-1807324410,"₹ 3,700",PG,Furnished,Owner,,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-indipendent-for-girls-sector-6071-near-industrial-area-in-sector-60-phase-3b2-mohali-iid-1809066239,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-withwithout-food-pg-for-girls-in-sec-70-71-near-by-ph88bsec747573-in-sector-74-mohali-iid-1750956413,"₹ 4,500",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sec-59-nearby-74758b-industrial-area-in-sector-74-mohali-iid-1797910774,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-indipendent-single-rooms-available-for-rent-in-sohana-village-mohali-iid-1804535731,"₹ 8,000",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-best-pg-for-girls-in-sec-59-near-by-ph8ph8bsec-7475-in-sector-74-mohali-iid-1752931194,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-with-food-boys-pg-phase-911-in-sector-63-mohali-iid-1797579624,"₹ 6,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-floor-on-rent-in-sector-117-mohali-iid-1808607665,"₹ 12,000",,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-70-71-phase-1-3-5-7-8-in-industrial-area-phase-7-mohali-iid-1807353831,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-74-75-phase-1-3-5-7-8-in-sector-70-mohali-iid-1807576053,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-60-61-phase-1-3-5-7-8-in-industrial-area-phase-3-mohali-iid-1807995655,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-roommate-required-in-balongi-mohali-iid-1809018922,"₹ 3,000",Roommate,Semi-Furnished,Dealer,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-with-food-sector-58-59-74-75-phase-1-3-5-7-8-in-industrial-area-phase-3-mohali-iid-1809023350,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-a-girl-roommate-in-sector-68-mohali-iid-1808994947,"₹ 3,100",Roommate,Semi-Furnished,Owner,2,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-roommate-in-kumbra-6-part-mohali-iid-1809007769,"₹ 6,000",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-70-71-74-in-industrial-area-phase-3-mohali-iid-1808409676,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-houses-available-for-rent-in-landran-mohali-iid-1808988800,"₹ 8,000",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-70-74-75-phase-1-3-5-7-8-in-industrial-area-phase-8b-mohali-iid-1808303628,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-pg-available-in-sas-nagar-punjab-iid-1807639911,"₹ 3,500",Guest Houses,Furnished,Dealer,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-for-rent-girl-and-family-in-sector-80-mohali-iid-1808985030,"₹ 7,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boys-girls-family-couple-independent-rooms-in-bar-majra-mohali-iid-1808983495,"₹ 5,000",PG,Semi-Furnished,Owner,2,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-room-1bhk-mohali-59-59-60-phase-5-3-6-7-8-in-sector-59-phase-5-mohali-iid-1808518007,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-sector-60-teleperformancr-in-sector-60-phase-3b2-mohali-iid-1808961940,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-sec-74-75-ind-area-8b-in-sector-74-mohali-iid-1786567016,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-boys-pg-house-mohali-in-sector-59-phase-5-mohali-iid-1808079458,"₹ 6,500",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-near-hanuman-mandir-phase-3b2-in-sector-60-phase-3b2-mohali-iid-1808897727,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-rooms-for-rent-in-balongi-in-balongi-mohali-iid-1808853858,"₹ 6,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-industrial-area-phase-8-sector-60-in-sector-60-phase-3b2-mohali-iid-1808859094,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-1-roommate-for-boy-girl-in-balongi-mohali-iid-1808879972,"₹ 2,000",Roommate,Semi-Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-3b2-room-for-boys-in-sector-60-phase-3b2-mohali-iid-1808793841,"₹ 6,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-girls-pg-3b2-mohali-in-sector-60-phase-3b2-mohali-iid-1808850117,"₹ 4,000",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-opp-ind-area-sec-74-in-sector-74-mohali-iid-1790831336,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-furnished-pg-for-girls-in-sec-597170-near-to-ind-area-8bsec-7475-in-sector-74-mohali-iid-1753360711,"₹ 6,500",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-girls-pg-3b2-kanal-house-in-sector-60-phase-3b2-mohali-iid-1805172165,"₹ 6,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-70-71-74-withfood-in-sector-59-phase-5-mohali-iid-1808612905,"₹ 5,500",Roommate,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-without-food-in-phase-1-mohali-iid-1805574783,"₹ 5,500",PG,Furnished,Owner,2,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-luxury-pg-for-boys-in-phase-7-near-yps-chowk-in-sector-61-mohali-iid-1808816433,"₹ 6,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-sector-61-mohali-iid-1808778741,"₹ 7,000",PG,Furnished,Owner,2,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-rooms-with-attached-bathroom-and-kitchen-in-balongi-mohali-iid-1808793448,"₹ 4,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-luxury-pg-for-girls-in-sec-59-opp-sec-74-ind-area-8b-in-sector-74-mohali-iid-1782781170,"₹ 6,500",PG,Furnished,Owner,3+,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-sec-74-75-8b-in-sector-74-mohali-iid-1797442170,"₹ 6,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-indipendent-sector-60-industrial-area-phase-8-in-sector-60-phase-3b2-mohali-iid-1808726210,"₹ 5,500",PG,Furnished,Owner,3+,,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-no-timming-issue-in-sector-60-phase-3b2-mohali-iid-1807366189,"₹ 5,800",PG,Furnished,Owner,1,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-pg-for-boys-in-sector-70-mohali-iid-1808725115,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-near-sector-58-59-74-75-in-industrial-area-phase-7-mohali-iid-1808515433,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-60-61-phase-1-3-5-7-8-in-sector-59-phase-5-mohali-iid-1808102199,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-ac-pg-for-girls-with-food-wifi-washing-machine-invite-sector-60-mohali-in-sector-60-phase-3b2-mohali-iid-1808709242,"₹ 5,500",PG,Furnished,Owner,3,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-in-mohali-sector-59-60-and-61-only-6000-with-food-in-sector-60-mohali-iid-1808706372,"₹ 6,000",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-need-flatmate-in-sector-79-mohali-iid-1808706177,"₹ 14,000",Roommate,Furnished,Owner,,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-looking-for-room-mate-in-sector-53-mohali-iid-1808705747,"₹ 3,000",Roommate,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-girls-with-best-food-247-gate-entry-in-sector-61-mohali-iid-1808687073,"₹ 6,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-best-pg-for-girls-sector-67-in-sector-67-mohali-iid-1808684353,"₹ 5,500",PG,Furnished,Owner,1,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-best-pg-for-girls-sec-74-75-8b-in-sector-74-mohali-iid-1794308706,"₹ 7,000",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-accomadation-for-girls-only-in-sector-748b-mohali-in-sector-74-mohali-iid-1807363841,"₹ 5,000",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-room-for-rent-in-bar-majra-mohali-iid-1808622486,"₹ 5,500",PG,Semi-Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-fully-furnished-pg-for-girls-in-sector-60-phase-3b2-mohali-iid-1808620164,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-60-61-phase-1-3-5-7-8-in-industrial-area-phase-3-mohali-iid-1807138804,"₹ 5,500",PG,Furnished,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-pg-for-boys-sector-58-59-74-75-phase-1-3-5-7-8-in-industrial-area-phase-8b-mohali-iid-1807885766,"₹ 5,500",PG,,Owner,3+,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-rooms-in-mauli-badwan-sector-80-in-industrial-area-phase-3-mohali-iid-1808610863,"₹ 7,500",PG,Furnished,Owner,0,No,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-independent-pg-for-girls-in-phase-3-mohali-6500month-in-sector-60-mohali-iid-1808607464,"₹ 6,500",PG,Furnished,Owner,,Yes,
https://www.olx.in/en-in/item/pg-guest-houses-c1449-sharing-room-available-for-only-girl-fully-independent-in-sector-71-mohali-iid-1808012920,"₹ 6,500",Roommate,Furnished,Owner,1,No,
